algorithm,ndcg_at_10,ndcg_at_50,ndcg_at_100,ref_pr_auc,baseline_arrival_ndcg_at_10,baseline_arrival_ndcg_at_50,baseline_arrival_ndcg_at_100,baseline_random_mean_ndcg_at_10,baseline_random_mean_ndcg_at_50,baseline_random_mean_ndcg_at_100,baseline_random_std_ndcg_at_10,baseline_random_std_ndcg_at_50,baseline_random_std_ndcg_at_100
lightgbm_lambdarank,0.8899541168509599,0.9443232148948507,0.965704399467515,0.7976319286037563,0.0,0.06031171410542421,0.07529590477960207,0.1395975394046607,0.12332465133866971,0.12343255723733854,0.11895287956095627,0.047127833805682376,0.03405640872540251
