name,cv_pr_auc_mean,cv_pr_auc_std,holdout_pr_auc,holdout_roc_auc,holdout_f1,holdout_pr_auc_ci_low,holdout_pr_auc_ci_high,full_pr_auc,full_f1
logistic_regression,0.9786919223860762,0.00899414856054891,0.9699837499192752,0.9944522223418821,0.9358669833729216,0.9511319186701622,0.9848942410479431,0.9772434061638104,0.9501054111033029
random_forest,0.9750051815458722,0.008396039049416805,0.9657407176229638,0.9924629609686302,0.9216152019002375,0.9388355531359274,0.9858034662146317,0.982699180343323,0.9655172413793104
gradient_boosting,0.976009628122311,0.005507104714084773,0.9720716516986487,0.994696841489869,0.9212410501193318,0.955641427490174,0.9864300550804572,0.9831469342832049,0.9612948627726953
hist_gradient_boosting,0.975895163236944,0.009019306032156015,0.9581382806801034,0.9874521146479176,0.9289099526066351,0.9310439949380864,0.9803314464411105,0.9808588170473348,0.9661971830985916
