release,n_chr1_3,n_resto_genoma,psi_clnsig_bucket,psi_review_stars,psi_consequence_top10,review_stars_mean_chr1_3,review_stars_mean_resto,n_genes_chr1_3,n_genes_resto,genes_chr1_3_cobertura_pct
2025-06,761027,2471777,0.0003,0.0019,0.0013,1.1428,1.1482,4108,14295,22.32
