precision,recall,threshold
0.01533406352683461,1.0,1.3927961588893866e-06
0.015350877192982455,1.0,1.3972782680455307e-06
0.015367727771679473,1.0,1.4016702639386206e-06
0.015384615384615385,1.0,1.4027504708270504e-06
0.015401540154015401,1.0,1.41957211172099e-06
0.015418502202643172,1.0,1.4205588293366361e-06
0.015435501653803748,1.0,1.421468969768621e-06
0.01545253863134658,1.0,1.4247376346869846e-06
0.015469613259668509,1.0,1.4263150627963107e-06
0.014380530973451327,0.9285714285714286,1.428550753834329e-06
0.014396456256921373,0.9285714285714286,1.4313652175095658e-06
0.014428412874583796,0.9285714285714286,1.4649503971104234e-06
0.014444444444444444,0.9285714285714286,1.524470662466469e-06
0.014460511679644048,0.9285714285714286,1.526202003544461e-06
0.014476614699331848,0.9285714285714286,1.5294314764942138e-06
0.014492753623188406,0.9285714285714286,1.5574912199976061e-06
0.014508928571428572,0.9285714285714286,1.5576306613971022e-06
0.01452513966480447,0.9285714285714286,1.5670724000253176e-06
0.013422818791946308,0.8571428571428571,1.5836835218115806e-06
0.013437849944008958,0.8571428571428571,1.585949387005023e-06
0.013452914798206279,0.8571428571428571,1.6010967699386983e-06
0.013468013468013467,0.8571428571428571,1.6263897502735248e-06
0.01348314606741573,0.8571428571428571,1.6323473675748074e-06
0.013498312710911136,0.8571428571428571,1.651792549566522e-06
0.013513513513513514,0.8571428571428571,1.6540206681124351e-06
0.013528748590755355,0.8571428571428571,1.654568574563479e-06
0.013544018058690745,0.8571428571428571,1.6546664128664249e-06
0.013559322033898305,0.8571428571428571,1.6546761531360013e-06
0.013574660633484163,0.8571428571428571,1.666108231858609e-06
0.013590033975084938,0.8571428571428571,1.6694895062365586e-06
0.013605442176870748,0.8571428571428571,1.6751086162030223e-06
0.01362088535754824,0.8571428571428571,1.6784208203808089e-06
0.013636363636363636,0.8571428571428571,1.7202867591275784e-06
0.013651877133105802,0.8571428571428571,1.7905134309944627e-06
0.01366742596810934,0.8571428571428571,1.7961102943684677e-06
0.013683010262257697,0.8571428571428571,1.7971068718538937e-06
0.0136986301369863,0.8571428571428571,1.8010426265496522e-06
0.013714285714285714,0.8571428571428571,1.810628712658996e-06
0.013729977116704805,0.8571428571428571,1.817749786690934e-06
0.013745704467353952,0.8571428571428571,1.819899304504494e-06
0.013761467889908258,0.8571428571428571,1.8227649667071856e-06
0.013777267508610792,0.8571428571428571,1.8255166871160143e-06
0.013793103448275862,0.8571428571428571,1.8408422386506322e-06
0.01380897583429229,0.8571428571428571,1.843604105676381e-06
0.013824884792626729,0.8571428571428571,1.8468569761951882e-06
0.01384083044982699,0.8571428571428571,1.8495066281767162e-06
0.013856812933025405,0.8571428571428571,1.8499992254049244e-06
0.013872832369942197,0.8571428571428571,1.8533886204349882e-06
0.013888888888888888,0.8571428571428571,1.8820184587582908e-06
0.013904982618771726,0.8571428571428571,1.88758227395852e-06
0.013921113689095127,0.8571428571428571,1.8998233378627588e-06
0.013937282229965157,0.8571428571428571,1.9023541939597478e-06
0.013953488372093023,0.8571428571428571,1.912343007572617e-06
0.013969732246798603,0.8571428571428571,1.924743109228643e-06
0.013986013986013986,0.8571428571428571,1.950554655370424e-06
0.014002333722287048,0.8571428571428571,1.959808075744939e-06
0.014018691588785047,0.8571428571428571,1.960093078921631e-06
0.014035087719298246,0.8571428571428571,1.9655093962602236e-06
0.01405152224824356,0.8571428571428571,2.000630658480398e-06
0.01406799531066823,0.8571428571428571,2.014786875044295e-06
0.014084507042253521,0.8571428571428571,2.027243613520203e-06
0.01410105757931845,0.8571428571428571,2.0284497223029537e-06
0.01411764705882353,0.8571428571428571,2.030928747454907e-06
0.014134275618374558,0.8571428571428571,2.034823216861961e-06
0.014150943396226415,0.8571428571428571,2.0353085654148995e-06
0.014167650531286895,0.8571428571428571,2.036941850425424e-06
0.014184397163120567,0.8571428571428571,2.050553035658113e-06
0.014201183431952662,0.8571428571428571,2.0568643966897704e-06
0.014218009478672985,0.8571428571428571,2.0636489873462027e-06
0.014234875444839857,0.8571428571428571,2.070992867280566e-06
0.014251781472684086,0.8571428571428571,2.0847999651086533e-06
0.014268727705112961,0.8571428571428571,2.0956067476204003e-06
0.014285714285714285,0.8571428571428571,2.1077933039385395e-06
0.014302741358760428,0.8571428571428571,2.1137252898036974e-06
0.014319809069212411,0.8571428571428571,2.1391549575806552e-06
0.014336917562724014,0.8571428571428571,2.1541959486585632e-06
0.014354066985645933,0.8571428571428571,2.164313933191861e-06
0.01437125748502994,0.8571428571428571,2.1712599975087995e-06
0.014388489208633094,0.8571428571428571,2.1715675052035694e-06
0.014405762304921969,0.8571428571428571,2.181553371215933e-06
0.014423076923076924,0.8571428571428571,2.1889666226847046e-06
0.01444043321299639,0.8571428571428571,2.1898658629482754e-06
0.014457831325301205,0.8571428571428571,2.202658240274016e-06
0.014475271411338963,0.8571428571428571,2.207161483927164e-06
0.014492753623188406,0.8571428571428571,2.21370113794688e-06
0.014510278113663845,0.8571428571428571,2.213931184777494e-06
0.014527845036319613,0.8571428571428571,2.222235530737821e-06
0.014545454545454545,0.8571428571428571,2.2319380020267745e-06
0.014563106796116505,0.8571428571428571,2.239774484394096e-06
0.014580801944106925,0.8571428571428571,2.2423491781953165e-06
0.014598540145985401,0.8571428571428571,2.25098958449231e-06
0.014616321559074299,0.8571428571428571,2.259009434668819e-06
0.014634146341463415,0.8571428571428571,2.263192808820606e-06
0.014652014652014652,0.8571428571428571,2.2672111484074308e-06
0.014669926650366748,0.8571428571428571,2.2825140978239174e-06
0.014687882496940025,0.8571428571428571,2.290878365942312e-06
0.014705882352941176,0.8571428571428571,2.3060011171913703e-06
0.014723926380368098,0.8571428571428571,2.3191104737967583e-06
0.014742014742014743,0.8571428571428571,2.326437651315857e-06
0.014760147601476014,0.8571428571428571,2.3659575567768513e-06
0.014778325123152709,0.8571428571428571,2.3681301213548205e-06
0.014796547472256474,0.8571428571428571,2.3731193411726257e-06
0.014814814814814815,0.8571428571428571,2.3820964767044425e-06
0.014833127317676144,0.8571428571428571,2.4137502555019087e-06
0.01485148514851485,0.8571428571428571,2.414543464616706e-06
0.01486988847583643,0.8571428571428571,2.437911164607068e-06
0.01488833746898263,0.8571428571428571,2.481368737972218e-06
